;;;;;;;;
;;;;;;;;
all quiet, nothing heard;a;stat;humanoid001;sound001;stat empty;20;30;
;c;mode;humanoid001;sound001;waitfor_event;25;35;
;;;;;;;;
sound detected;a;stat;humanoid001;sound001;stat sound;40;50;
;c;mode;humanoid001;sound001;identify_sound;45;55;
;;;;;;;;
background noise masking signal;a;stat;humanoid001;sound001;stat rough;35;45;
;c;mode;humanoid001;sound001;filter_noise;40;50;
;;;;;;;;
important sound event recognized;a;stat;humanoid001;sound001;event;60;70;
;c;mode;humanoid001;sound001;alert_mind;65;75;
;;;;;;;;
sound event heard and passed to mind;c;activity;humanoid;sound;goal event+stat sound;80;90;
;;;;;;;;
light triangle — follow daylight, drive the curtains;c;activity;curtainopener;light;;60;50;
;;;;;;;;
night steady, all dark;a;stat;curtainopener001;light001;stat empty;20;30;
;c;mode;curtainopener001;light001;waitfor_event;25;35;
;;;;;;;;
daylight rising at dawn;a;stat;curtainopener001;light001;radiation;40;50;
;c;mode;curtainopener001;light001;open_curtains;45;55;
;;;;;;;;
daylight fading at dusk;a;stat;curtainopener001;light001;stat low;30;40;
;c;mode;curtainopener001;light001;close_curtains;35;45;
;;;;;;;;
brief shadow, light changing too fast;a;stat;curtainopener001;light001;stat fast;35;45;
;c;mode;curtainopener001;light001;filter_flicker;40;50;
;;;;;;;;
holiday mode, mimic presence;a;stat;curtainopener001;light001;mode holiday;50;60;
;c;mode;curtainopener001;light001;random_offset;55;65;
;;;;;;;;
curtains follow the daylight;c;activity;curtainopener;light;goal event+val light;80;90;
;;;;;;;;
action effects;;;;;;;;
;;;;;;;;
scan surface gives a surface pattern;c;effect;scan_surface;robot001;pattern;0;0;
test grip point confirms support;c;effect;test_grip_point;robot001;support;0;0;
engage anchor creates bond;c;effect;engage_anchor;robot001;bond;0;0;
recharge mode restores energy;c;effect;recharge_mode;robot001;energy;0;0;
slow down softens room;c;effect;slow_down;director001;stat soft;0;0;
acknowledge harm starts repair;c;effect;acknowledge_harm;director001;bond;0;0;
identify spots reveals a spot pattern;c;effect;identify_spots;plant001;pattern;0;0;
scan leaf confirms a plant;c;effect;scan_leaf;plant001;plant;0;0;
give medicine fixes and clears the leaf;c;effect;give_medicine;plant001;fix+stat clear;0;0;
open curtains lets radiation in;c;effect;open_curtains;curtainopener001;radiation;0;0;
close curtains shields the room;c;effect;close_curtains;curtainopener001;shield;0;0;
filter flicker restores a normal reading;c;effect;filter_flicker;curtainopener001;val normal;0;0;
random offset makes a human pattern;c;effect;random_offset;curtainopener001;pattern;0;0;
;;;;;;;;
grounding rules;;;;;;;;
;;;;;;;;
battery running low;i;lt;battery_%;%;stat low;75;30;
battery critical;i;lt;battery_%;%;stat empty;75;10;
battery sufficient;i;gt;battery_%;%;stat full;75;80;
motor overheating;i;gt;motor_temp_c;C;stat hot;35;70;
branch oscillating;i;gt;branch_osc_hz;Hz;stat fast;0.5;2.0;
surface too smooth to grip;i;lt;grip_force_n;N;stat soft;40;20;
surface rough increase pressure;i;gt;grip_force_n;N;stat rough;40;60;
weight shifted;i;gt;lateral_g;g;stat heavy;0.05;0.3;
force imbalance;i;gt;lateral_g;g;force;0.05;0.6;
branch may snap;i;lt;branch_integrity;0-1;stat broken;1.0;0.3;
no branch ahead;i;lt;path_density;0-1;stat empty;0.7;0.1;
branch pattern detected;i;gt;path_density;0-1;pattern;0.7;0.5;
grip failed;i;lt;grip_success;0/1;problem;1.0;0.5;
voices raised;i;gt;voice_pitch_hz;Hz;stat hot;200;280;
withdrawal flat affect;i;lt;voice_pitch_hz;Hz;stat cold;200;140;
rapid speech tension;i;gt;speech_rate_wpm;wpm;stat fast;120;200;
silence dead end;i;lt;speech_rate_wpm;wpm;stat empty;120;20;
frequent interruptions;i;gt;interruption_min;/min;stat rough;0.5;3;
prolonged silence;i;gt;silence_ratio;0-1;stat cold;0.1;0.6;
room occupied;i;gt;participant_count;people;stat size;4;0;
trust damaged;i;lt;trust_score;0-1;stat broken;0.8;0.3;
exhaustion overwhelm;i;gt;fatigue_score;0-1;stat heavy;0.2;0.7;
dawn brightness reached;i;gt;light_lux;lux;radiation;10;80;
dusk falling dark;i;lt;light_lux;lux;stat low;400;30;
night fully dark;i;lt;light_lux;lux;stat empty;400;5;
cloud shadow flicker;i;gt;light_change_lux_s;lux/s;stat fast;5;50;
winch pulling hard;i;gt;winch_current_a;A;stat heavy;30;120;
winch motor overheating;i;gt;winch_temp_c;C;stat hot;35;80;
winch drum no longer turning;i;lt;winch_speed_mps;m/s;stat stall;0.4;0.05;
cable gone slack;i;lt;cable_tension_kn;kN;stat empty;8;0.5;
cable under heavy load;i;gt;cable_tension_kn;kN;stat heavy;8;18;
cable tension beyond safe working load;i;gt;cable_tension_kn;kN;stat overload;8;25;
truck tipping on soft ground;i;gt;truck_tilt_deg;deg;stat tilt;1;8;
ground anchor dragging;i;gt;anchor_slip_mm;mm;stat slip;0;50;
truck bed loaded to capacity;i;gt;bed_load_kg;kg;stat full;1500;3500;
sled carrying a heavy hitch;i;gt;sled_load_kg;kg;stat heavy;400;900;
sled no longer moving while cable pulls;i;lt;sled_speed_mps;m/s;stat stuck;0.4;0.05;
runners ploughing into the heath;i;gt;drag_force_n;N;stat friction;1200;3000;
sled riding over on a slope;i;gt;sled_tilt_deg;deg;stat tilt;2;20;
peat too soft, runners sinking;i;lt;ground_firmness;0-1;stat soft;0.7;0.3;
bunk straps losing grip on the load;i;lt;strap_tension_n;N;stat loose;600;150;
choker slipping off a stem;i;lt;choker_tension_n;N;stat slack;800;100;
obstacle close on the haul path;i;lt;obstacle_dist_m;m;stat near;15;3;
operator pressed the remote;i;gt;remote_button;0/1;event;0;0.5;
;;;;;;;;
